id,Tournament,Stage,Match Type,Map,Agent,Pick Rate
9136,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,Sunset,harbor,0%
9137,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,Sunset,neon,0%
9138,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,Sunset,iso,0%
9139,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,Sunset,phoenix,0%
9140,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,Sunset,reyna,0%
9141,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,Sunset,sage,0%
9142,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,Sunset,deadlock,0%
9143,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,Sunset,clove,0%
9144,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Quarterfinals,Sunset,chamber,0%
9145,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,All Maps,killjoy,80%
9146,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,All Maps,sova,70%
9147,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,All Maps,jett,70%
9148,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,All Maps,kayo,60%
9149,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,All Maps,omen,60%
9150,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,All Maps,viper,50%
9151,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,All Maps,gekko,30%
9152,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,All Maps,cypher,20%
9153,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,All Maps,fade,20%
9154,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,All Maps,raze,20%
9155,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,All Maps,sage,10%
9156,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,All Maps,breach,10%
9157,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,All Maps,skye,0%
9158,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,All Maps,reyna,0%
9159,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,All Maps,phoenix,0%
9160,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,All Maps,astra,0%
9161,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,All Maps,neon,0%
9162,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,All Maps,iso,0%
9163,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,All Maps,harbor,0%
9164,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,All Maps,deadlock,0%
9165,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,All Maps,clove,0%
9166,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,All Maps,chamber,0%
9167,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,All Maps,brimstone,0%
9168,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,All Maps,yoru,0%
9169,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Icebox,killjoy,100%
9170,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Icebox,sova,75%
9171,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Icebox,jett,75%
9172,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Icebox,kayo,50%
9173,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Icebox,omen,0%
9174,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Icebox,viper,100%
9175,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Icebox,gekko,75%
9176,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Icebox,cypher,0%
9177,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Icebox,fade,0%
9178,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Icebox,raze,0%
9179,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Icebox,sage,25%
9180,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Icebox,breach,0%
9181,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Icebox,skye,0%
9182,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Icebox,reyna,0%
9183,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Icebox,phoenix,0%
9184,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Icebox,astra,0%
9185,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Icebox,neon,0%
9186,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Icebox,iso,0%
9187,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Icebox,harbor,0%
9188,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Icebox,deadlock,0%
9189,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Icebox,clove,0%
9190,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Icebox,chamber,0%
9191,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Icebox,brimstone,0%
9192,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Icebox,yoru,0%
9193,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Ascent,killjoy,75%
9194,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Ascent,sova,100%
9195,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Ascent,jett,100%
9196,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Ascent,kayo,100%
9197,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Ascent,omen,100%
9198,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Ascent,viper,0%
9199,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Ascent,gekko,0%
9200,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Ascent,cypher,25%
9201,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Ascent,fade,0%
9202,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Ascent,raze,0%
9203,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Ascent,sage,0%
9204,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Ascent,breach,0%
9205,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Ascent,skye,0%
9206,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Ascent,reyna,0%
9207,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Ascent,phoenix,0%
9208,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Ascent,astra,0%
9209,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Ascent,neon,0%
9210,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Ascent,iso,0%
9211,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Ascent,harbor,0%
9212,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Ascent,deadlock,0%
9213,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Ascent,clove,0%
9214,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Ascent,chamber,0%
9215,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Ascent,brimstone,0%
9216,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Ascent,yoru,0%
9217,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Lotus,killjoy,50%
9218,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Lotus,sova,0%
9219,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Lotus,jett,0%
9220,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Lotus,kayo,0%
9221,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Lotus,omen,100%
9222,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Lotus,viper,50%
9223,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Lotus,gekko,0%
9224,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Lotus,cypher,50%
9225,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Lotus,fade,100%
9226,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Lotus,raze,100%
9227,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Lotus,sage,0%
9228,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Lotus,breach,50%
9229,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Lotus,skye,0%
9230,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Lotus,reyna,0%
9231,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Lotus,phoenix,0%
9232,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Lotus,astra,0%
9233,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Lotus,neon,0%
9234,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Lotus,iso,0%
9235,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Lotus,harbor,0%
9236,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Lotus,deadlock,0%
9237,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Lotus,clove,0%
9238,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Lotus,chamber,0%
9239,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Lotus,brimstone,0%
9240,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Semifinals,Lotus,yoru,0%
9241,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,All Maps,omen,100%
9242,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,All Maps,killjoy,100%
9243,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,All Maps,kayo,50%
9244,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,All Maps,viper,50%
9245,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,All Maps,sova,50%
9246,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,All Maps,fade,50%
9247,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,All Maps,raze,50%
9248,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,All Maps,jett,50%
9249,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,All Maps,skye,0%
9250,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,All Maps,sage,0%
9251,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,All Maps,reyna,0%
9252,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,All Maps,phoenix,0%
9253,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,All Maps,neon,0%
9254,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,All Maps,astra,0%
9255,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,All Maps,breach,0%
9256,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,All Maps,iso,0%
9257,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,All Maps,harbor,0%
9258,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,All Maps,gekko,0%
9259,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,All Maps,deadlock,0%
9260,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,All Maps,cypher,0%
9261,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,All Maps,clove,0%
9262,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,All Maps,chamber,0%
9263,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,All Maps,brimstone,0%
9264,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,All Maps,yoru,0%
9265,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Ascent,omen,100%
9266,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Ascent,killjoy,100%
9267,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Ascent,kayo,100%
9268,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Ascent,viper,0%
9269,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Ascent,sova,100%
9270,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Ascent,fade,0%
9271,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Ascent,raze,0%
9272,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Ascent,jett,100%
9273,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Ascent,skye,0%
9274,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Ascent,sage,0%
9275,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Ascent,reyna,0%
9276,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Ascent,phoenix,0%
9277,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Ascent,neon,0%
9278,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Ascent,astra,0%
9279,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Ascent,breach,0%
9280,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Ascent,iso,0%
9281,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Ascent,harbor,0%
9282,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Ascent,gekko,0%
9283,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Ascent,deadlock,0%
9284,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Ascent,cypher,0%
9285,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Ascent,clove,0%
9286,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Ascent,chamber,0%
9287,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Ascent,brimstone,0%
9288,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Ascent,yoru,0%
9289,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Lotus,omen,100%
9290,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Lotus,killjoy,100%
9291,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Lotus,kayo,0%
9292,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Lotus,viper,100%
9293,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Lotus,sova,0%
9294,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Lotus,fade,100%
9295,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Lotus,raze,100%
9296,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Lotus,jett,0%
9297,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Lotus,skye,0%
9298,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Lotus,sage,0%
9299,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Lotus,reyna,0%
9300,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Lotus,phoenix,0%
9301,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Lotus,neon,0%
9302,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Lotus,astra,0%
9303,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Lotus,breach,0%
9304,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Lotus,iso,0%
9305,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Lotus,harbor,0%
9306,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Lotus,gekko,0%
9307,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Lotus,deadlock,0%
9308,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Lotus,cypher,0%
9309,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Lotus,clove,0%
9310,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Lotus,chamber,0%
9311,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Lotus,brimstone,0%
9312,Champions Tour 2024: Masters Shanghai,Playoffs,Upper Final,Lotus,yoru,0%
9313,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,All Maps,viper,80%
9314,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,All Maps,jett,60%
9315,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,All Maps,omen,60%
9316,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,All Maps,killjoy,60%
9317,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,All Maps,sova,50%
9318,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,All Maps,kayo,40%
9319,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,All Maps,raze,40%
9320,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,All Maps,skye,30%
9321,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,All Maps,cypher,30%
9322,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,All Maps,fade,20%
9323,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,All Maps,astra,10%
9324,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,All Maps,yoru,10%
9325,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,All Maps,gekko,10%
9326,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,All Maps,iso,0%
9327,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,All Maps,breach,0%
9328,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,All Maps,harbor,0%
9329,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,All Maps,neon,0%
9330,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,All Maps,phoenix,0%
9331,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,All Maps,deadlock,0%
9332,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,All Maps,reyna,0%
9333,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,All Maps,sage,0%
9334,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,All Maps,clove,0%
9335,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,All Maps,chamber,0%
9336,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,All Maps,brimstone,0%
9337,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Ascent,viper,0%
9338,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Ascent,jett,100%
9339,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Ascent,omen,100%
9340,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Ascent,killjoy,100%
9341,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Ascent,sova,100%
9342,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Ascent,kayo,100%
9343,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Ascent,raze,0%
9344,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Ascent,skye,0%
9345,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Ascent,cypher,0%
9346,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Ascent,fade,0%
9347,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Ascent,astra,0%
9348,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Ascent,yoru,0%
9349,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Ascent,gekko,0%
9350,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Ascent,iso,0%
9351,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Ascent,breach,0%
9352,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Ascent,harbor,0%
9353,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Ascent,neon,0%
9354,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Ascent,phoenix,0%
9355,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Ascent,deadlock,0%
9356,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Ascent,reyna,0%
9357,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Ascent,sage,0%
9358,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Ascent,clove,0%
9359,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Ascent,chamber,0%
9360,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Ascent,brimstone,0%
9361,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Breeze,viper,100%
9362,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Breeze,jett,100%
9363,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Breeze,omen,0%
9364,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Breeze,killjoy,0%
9365,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Breeze,sova,100%
9366,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Breeze,kayo,0%
9367,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Breeze,raze,0%
9368,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Breeze,skye,50%
9369,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Breeze,cypher,50%
9370,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Breeze,fade,0%
9371,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Breeze,astra,50%
9372,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Breeze,yoru,50%
9373,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Breeze,gekko,0%
9374,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Breeze,iso,0%
9375,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Breeze,breach,0%
9376,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Breeze,harbor,0%
9377,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Breeze,neon,0%
9378,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Breeze,phoenix,0%
9379,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Breeze,deadlock,0%
9380,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Breeze,reyna,0%
9381,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Breeze,sage,0%
9382,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Breeze,clove,0%
9383,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Breeze,chamber,0%
9384,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Breeze,brimstone,0%
9385,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Icebox,viper,100%
9386,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Icebox,jett,100%
9387,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Icebox,omen,0%
9388,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Icebox,killjoy,100%
9389,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Icebox,sova,50%
9390,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Icebox,kayo,100%
9391,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Icebox,raze,0%
9392,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Icebox,skye,0%
9393,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Icebox,cypher,0%
9394,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Icebox,fade,0%
9395,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Icebox,astra,0%
9396,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Icebox,yoru,0%
9397,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Icebox,gekko,50%
9398,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Icebox,iso,0%
9399,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Icebox,breach,0%
9400,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Icebox,harbor,0%
9401,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Icebox,neon,0%
9402,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Icebox,phoenix,0%
9403,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Icebox,deadlock,0%
9404,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Icebox,reyna,0%
9405,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Icebox,sage,0%
9406,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Icebox,clove,0%
9407,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Icebox,chamber,0%
9408,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Icebox,brimstone,0%
9409,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Lotus,viper,100%
9410,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Lotus,jett,0%
9411,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Lotus,omen,100%
9412,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Lotus,killjoy,100%
9413,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Lotus,sova,0%
9414,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Lotus,kayo,0%
9415,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Lotus,raze,100%
9416,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Lotus,skye,0%
9417,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Lotus,cypher,0%
9418,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Lotus,fade,100%
9419,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Lotus,astra,0%
9420,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Lotus,yoru,0%
9421,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Lotus,gekko,0%
9422,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Lotus,iso,0%
9423,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Lotus,breach,0%
9424,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Lotus,harbor,0%
9425,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Lotus,neon,0%
9426,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Lotus,phoenix,0%
9427,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Lotus,deadlock,0%
9428,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Lotus,reyna,0%
9429,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Lotus,sage,0%
9430,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Lotus,clove,0%
9431,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Lotus,chamber,0%
9432,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Lotus,brimstone,0%
9433,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Split,viper,100%
